t,input,std_recon,dsl_recon
2050,-0,-0.0117509,-6.03231e-10
2051,-0,0.087264,-5.80712e-10
2052,-0,-0.0259493,-8.20968e-10
2053,-0,0.0318157,6.4678e-10
2054,-0,0.0150694,1.20922e-09
2055,-0,0.0625816,1.73155e-09
2056,-0,-0.0418592,8.25988e-10
2057,-0,-0.056471,-1.3675e-11
2058,-0,-7.81887e-05,1.36548e-10
2059,-0,0.0566608,1.01638e-09
2060,-0,0.0477824,9.78415e-10
2061,-0,0.0195852,5.0867e-11
2062,-0,0.00756313,9.64868e-10
2063,-0,0.00513075,1.0235e-09
2064,-0,-0.00117695,6.91496e-10
2065,-0,-0.0183362,2.65212e-10
2066,-0,-0.0270106,-2.99596e-10
2067,-0,0.0448746,-2.55782e-10
2068,-0,-0.0321007,-2.63476e-10
2069,-0,-0.0102712,3.95126e-10
2070,-0,-0.0285546,2.22906e-11
2071,-0,0.00671959,3.59439e-11
2072,-0,-0.0553057,-8.24117e-10
2073,-0,-0.00284239,5.92524e-10
2074,-0,-0.00517852,2.78422e-10
2075,-0,-0.0440494,-7.33371e-10
2076,-0,-0.03043,1.95431e-10
2077,-0,-0.0296744,4.19534e-10
2078,-0,-0.0542023,1.08313e-09
2079,-0,-0.0142947,-8.35186e-10
2080,-0,-0.023033,5.38403e-12
2081,-0,0.0496945,4.68384e-11
2082,-0,-0.0676541,6.28745e-10
2083,-0,0.0047157,6.83895e-10
2084,-0,0.0289308,-3.25768e-10
2085,-0,-0.0660869,1.31814e-09
2086,-0,-0.0272901,-3.53052e-10
2087,-0,-0.0799823,-8.81912e-10
2088,-0,0.0326704,-8.91015e-10
2089,-0,0.00532617,5.49432e-10
2090,-0,-0.0121693,2.57117e-10
2091,-0,-0.0062181,7.66221e-10
2092,-0,-0.0271127,-1.55691e-10
2093,-0,0.0442388,-2.83972e-10
2094,-0,-0.0501454,-1.32927e-10
2095,-0,0.00668102,-1.15678e-09
2096,-0,0.0523555,-9.7485e-11
2097,-0,-0.0197667,-8.01671e-10
2098,-0,-0.0374796,4.16344e-10
2099,-0,-0.0170601,5.08842e-10
2100,-0,0.12283,1.21484e-09
2101,-0,-0.0041589,7.65457e-10
2102,-0,-0.0194347,-1.1077e-09
2103,-0,0.0397925,1.49821e-09
2104,-0,0.0129526,4.14104e-10
2105,-0,-0.0483217,-7.22955e-10
2106,-0,-0.0352015,2.43619e-10
2107,-0,0.0177168,1.5618e-10
2108,-0,-0.0852325,2.75841e-10
2109,-0,0.0449513,-2.78162e-10
2110,-0,-0.0373564,-6.10464e-10
2111,-0,-0.0322365,-2.30919e-10
2112,-0,0.06384,7.99434e-10
2113,-0,0.029927,-1.15906e-09
2114,-0,-0.000807302,-1.44297e-09
2115,-0,-0.0342312,4.93947e-10
2116,-0,-0.00640271,-4.29373e-10
2117,-0,0.00263594,-4.22144e-10
2118,-0,-0.0766676,-5.46863e-10
2119,-0,-0.0383047,-3.80161e-10
2120,-0,0.0570947,8.24757e-10
2121,-0,-0.0196345,-3.26699e-10
2122,-0,0.0162047,3.82967e-10
2123,-0,-0.0147036,-1.77384e-10
2124,-0,0.00294813,2.78638e-12
2125,-0,-0.0397127,1.24851e-10
2126,-0,0.0319636,-1.13827e-09
2127,-0,-0.0183772,4.15801e-10
2128,-0,-0.0179029,4.82592e-10
2129,-0,0.0623649,2.62031e-10
2130,-0,0.0253599,-1.39075e-09
2131,-0,-0.0206861,-9.29512e-10
2132,-0,-0.00074717,3.06867e-10
2133,-0,0.0858831,2.8508e-10
2134,-0,-0.039022,-9.75775e-10
2135,-0,0.0510433,-3.79926e-10
2136,-0,-0.0121689,1.4854e-10
2137,-0,0.0585423,-1.83583e-10
2138,-0,-0.0451431,1.16317e-09
2139,-0,-0.0138298,-1.07327e-09
2140,-0,0.000150122,4.67001e-11
2141,-0,0.0111286,-5.8018e-11
2142,-0,0.047018,-8.64766e-10
2143,-0,0.0698772,-2.0051e-10
2144,-0,0.0382035,-2.54571e-10
2145,-0,0.0440812,-1.09481e-10
2146,-0,-0.0930985,-4.85597e-10
2147,-0,-0.0631459,-7.85757e-10
2148,-0,0.0693345,1.24518e-09
2149,-0,0.018896,-2.89597e-10
2150,-0,0.0255725,-2.11099e-10
2151,-0,0.0640987,-3.48584e-10
2152,-0,0.00205372,-4.67134e-10
2153,-0,0.0771052,-5.63626e-10
2154,-0,0.00161823,-4.52852e-10
2155,-0,0.084757,-7.2949e-10
2156,-0,0.0421118,-1.86862e-10
2157,-0,-0.0265094,4.80865e-10
2158,-0,0.0137921,-4.47905e-10
2159,-0,0.0276392,-3.31902e-10
2160,-0,0.0358358,-6.93842e-10
2161,-0,-0.0474479,-4.76566e-10
2162,-0,0.014915,-1.50769e-10
2163,-0,-0.000918484,-1.008e-09
2164,-0,-0.00678273,6.61843e-10
2165,-0,-0.03213,-1.22402e-09
2166,-0,-0.00353256,-1.81214e-10
2167,-0,0.0227219,7.17427e-10
2168,-0,-0.0905936,-3.74476e-10
2169,-0,0.0594635,7.83401e-10
2170,-0,-0.0347405,-1.9222e-10
2171,-0,0.0900627,-4.3776e-10
2172,-0,0.0189448,2.81906e-10
2173,-0,0.0282928,-1.04439e-09
2174,-0,0.0132463,-1.75111e-09
2175,-0,-0.0146249,3.44037e-10
2176,-0,0.0280856,1.61253e-10
2177,-0,0.00410601,-1.11153e-09
2178,-0,0.0392777,7.04089e-11
2179,-0,-0.00325709,2.85939e-10
2180,-0,-0.0106986,-1.62533e-09
2181,-0,-0.00583633,4.52809e-11
2182,-0,0.00878973,-6.41754e-10
2183,-0,-0.0488887,2.61493e-10
2184,-0,-0.00976674,6.32747e-10
2185,-0,0.0169246,1.54788e-10
2186,-0,-0.0265345,-3.42865e-11
2187,-0,0.0381913,-1.18892e-09
2188,-0,0.0541091,-2.0173e-10
2189,-0,-0.0137577,4.02256e-10
2190,-0,0.0322909,4.84911e-10
2191,-0,0.0291108,5.06386e-10
2192,-0,-0.0364778,1.79445e-10
2193,-0,-0.0310506,3.57021e-10
2194,-0,0.0427883,-9.38671e-10
2195,-0,-0.0556436,2.8435e-10
2196,-0,-0.0663294,-1.06858e-10
2197,-0,0.00837453,7.79285e-10
2198,-0,-0.0750674,-1.58765e-11
2199,-0,0.0458245,-6.53159e-10
2200,-0,0.0634147,-1.45104e-09
2201,-0,-0.026213,3.44641e-11
2202,-0,0.0549877,-6.57776e-10
2203,-0,-0.0433329,6.74498e-11
2204,-0,0.0168463,8.59759e-12
2205,-0,0.0346107,3.88154e-11
2206,-0,0.00531667,3.59418e-10
2207,-0,-0.0280119,7.19403e-10
2208,-0,-0.0358483,5.71183e-10
2209,-0,0.0203104,-3.4156e-10
2210,-0,-0.00119921,-1.32703e-09
2211,-0,-0.0229548,3.83026e-10
2212,-0,0.00387337,-2.77169e-11
2213,-0,0.0420469,-3.25076e-10
2214,-0,-0.0262114,-3.35474e-10
2215,-0,-0.0450878,1.48012e-10
2216,-0,-0.0382798,7.07192e-10
2217,-0,-0.00913492,8.69566e-10
2218,-0,0.0241287,-4.12263e-10
2219,-0,0.0191351,1.78437e-10
2220,-0,-0.0407733,7.09551e-11
2221,-0,-0.00276262,1.07252e-09
2222,-0,0.000635831,-6.57591e-10
2223,-0,0.0107179,-4.03554e-10
2224,-0,0.0414761,-5.94925e-10
2225,-0,0.0112809,7.64187e-10
2226,-0,0.043082,6.62216e-10
2227,-0,-0.0705717,1.85389e-10
2228,-0,0.0447465,8.49669e-10
2229,-0,-0.0998425,-1.26725e-11
2230,-0,-0.0332213,-5.49005e-10
2231,-0,-0.0422742,4.28698e-10
2232,-0,-0.0447158,-6.44655e-11
2233,-0,-0.0337306,1.29377e-09
2234,-0,-0.016791,3.38954e-10
2235,-0,2.78813e-05,3.60997e-10
2236,-0,-0.0191024,-4.2628e-11
2237,-0,0.0863424,-3.47613e-10
2238,-0,0.0338254,-7.9468e-11
2239,-0,0.073162,3.22731e-10
2240,-0,0.0537956,3.18212e-10
2241,-0,0.0137112,-4.27842e-10
2242,-0,0.00746017,-6.05376e-10
2243,-0,0.0522785,4.41554e-10
2244,-0,0.0130607,2.35475e-10
2245,-0,-0.0176288,1.57569e-09
2246,-0,-0.045224,-3.19429e-10
2247,-0,-0.0212289,-3.42513e-10
2248,-0,-0.0173599,5.02196e-10
2249,-0,0.00213603,-1.64259e-10
2250,-0,0.108156,-6.69071e-10
2251,-0,-0.0344524,-3.69423e-10
2252,-0,0.0161768,-7.48992e-10
2253,-0,-0.0338759,-3.18862e-10
2254,-0,0.00313593,5.84988e-10
2255,-0,-0.0172707,-2.17397e-10
2256,-0,-0.0639373,8.73362e-10
2257,-0,0.0796556,4.07651e-10
2258,-0,-0.00444501,7.45264e-11
2259,-0,0.00156396,6.19243e-10
2260,-0,0.0786302,1.75271e-10
2261,-0,0.00288495,5.94358e-10
2262,-0,0.017623,6.7498e-10
2263,-0,0.0508868,-6.04364e-10
2264,-0,-0.0173785,7.62144e-10
2265,-0,-0.0254615,-1.42996e-10
2266,-0,-0.0286,-5.72533e-11
2267,-0,-0.023488,1.39171e-10
2268,-0,-0.0805521,1.22514e-09
2269,-0,0.0549098,-2.18685e-10
2270,-0,0.0391403,3.2887e-10
2271,-0,-0.0106355,4.31217e-10
2272,-0,-0.0333595,-5.11656e-10
2273,-0,-0.0425474,-8.27188e-10
2274,-0,0.0530692,-1.18027e-11
2275,-0,-0.0565848,-4.51319e-10
2276,-0,0.0274823,4.56594e-11
2277,-0,0.0157282,1.01783e-09
2278,-0,-0.0036029,1.00724e-09
2279,-0,0.0308303,1.37552e-09
2280,-0,0.0131069,1.30157e-09
2281,-0,0.0706038,-2.241e-10
2282,-0,-0.00421158,-4.52173e-10
2283,-0,0.0412145,2.21175e-10
2284,-0,0.0300483,-6.94966e-10
2285,-0,0.013159,1.43558e-09
2286,-0,-0.0590511,3.59484e-10
2287,-0,-0.0039411,2.22022e-10
2288,-0,0.0429963,-4.0487e-10
2289,-0,-0.0231646,-6.25944e-12
2290,-0,0.050869,3.22212e-10
2291,-0,0.0113753,1.51529e-10
2292,-0,-0.0241994,4.30088e-10
2293,-0,-0.0467148,5.72267e-10
2294,-0,-0.0255831,4.83818e-10
2295,-0,0.0269192,-1.14077e-11
2296,-0,-0.0372906,-2.67231e-10
2297,-0,0.116034,-1.3755e-09
2298,-0,0.0246057,4.83596e-10
2299,-0,0.0311636,-9.03533e-11
2300,-0,0.0653074,-7.54707e-10
2301,-0,-0.0220306,-1.05503e-10
2302,-0,-0.0281221,-3.03082e-10
2303,-0,-0.0423422,4.04517e-10
2304,-0,0.102905,7.0753e-10
2305,-0,-0.0139725,4.16645e-10
2306,-0,0.00223791,-1.30418e-10
2307,-0,0.0234105,6.71539e-10
2308,-0,-0.0674131,-4.76972e-10
2309,-0,0.0145446,1.30793e-09
2310,-0,0.0691256,-2.78016e-10
2311,-0,-0.0239228,-2.21635e-10
2312,-0,0.00496848,-1.30354e-09
2313,-0,0.0197125,-7.47066e-10
2314,-0,-0.00647542,-1.00232e-09
2315,-0,0.00595606,8.68683e-10
2316,-0,0.0195558,9.06217e-10
2317,-0,0.0207397,-1.984e-09
2318,-0,0.021056,8.10199e-10
2319,-0,0.00414498,2.88813e-10
2320,-0,-0.00431895,-1.37531e-10
2321,-0,0.0223234,1.04167e-09
2322,-0,0.0662822,4.4884e-10
2323,-0,-0.0496847,2.24582e-10
2324,-0,0.0434935,5.88843e-11
2325,-0,-0.0258924,-5.64491e-10
2326,-0,0.0339373,-8.62233e-10
2327,-0,0.00108607,4.63719e-11
2328,-0,-0.0615787,-8.18624e-10
2329,-0,-0.0208727,6.74534e-10
2330,-0,-0.0374313,-8.68848e-10
2331,-0,0.0286158,-5.1811e-10
2332,-0,-0.00061023,-5.7248e-10
2333,-0,0.0867175,2.42715e-10
2334,-0,-0.0591831,-1.52357e-11
2335,-0,-0.0280842,1.10028e-09
2336,-0,0.0760277,-1.49419e-10
2337,-0,0.014671,1.92757e-10
2338,-0,0.0142432,7.19421e-10
2339,-0,-0.0119762,7.17729e-10
2340,-0,0.0292047,4.32211e-11
2341,-0,-0.0505956,1.02958e-09
2342,-0,-0.025641,1.52109e-10
2343,-0,-0.0244748,7.92887e-10
2344,-0,0.00890324,-2.22348e-10
2345,-0,-0.0151711,4.52248e-10
2346,-0,-0.0425224,1.30884e-10
2347,-0,-0.00286835,1.18598e-10
2348,-0,0.0064794,-9.01915e-10
2349,-0,0.0223559,9.93639e-10
2350,-0,0.0459231,4.94866e-11
2351,-0,0.0221949,2.39401e-10
2352,-0,0.0171889,3.32656e-10
2353,-0,0.0189372,-2.18279e-10
2354,-0,-0.037821,9.38344e-12
2355,-0,-0.0608785,8.09936e-10
2356,-0,0.131777,2.00799e-10
2357,-0,-0.00196913,-6.77127e-10
2358,-0,-0.0939537,-9.81758e-10
2359,-0,-0.0509702,-5.2251e-11
2360,-0,0.00840865,-1.35311e-09
2361,-0,0.0157271,1.22348e-10
2362,-0,-0.00998835,1.3362e-09
2363,-0,-0.0799451,-9.97728e-10
2364,-0,-0.00730653,9.73822e-10
2365,-0,-0.0546113,-8.67512e-10
2366,-0,0.0468948,3.8447e-10
2367,-0,0.0235759,-1.1081e-09
2368,-0,0.00505273,1.84776e-10
2369,-0,0.0523913,5.94809e-10
2370,-0,0.0113563,1.21298e-09
2371,-0,0.0270588,2.38201e-10
2372,-0,0.00936271,4.51425e-10
2373,-0,0.0255089,-2.74121e-10
2374,-0,0.0167253,8.10968e-10
2375,-0,0.0842657,4.67862e-10
2376,-0,0.0203492,-4.65659e-10
2377,-0,0.0430926,-4.91427e-10
2378,-0,0.00394741,-5.34768e-10
2379,-0,-0.0184645,-5.18107e-10
2380,-0,-0.0297601,8.21781e-10
2381,-0,-0.0519296,1.14348e-09
2382,-0,-0.0341429,-4.292e-10
2383,-0,0.0148722,3.31443e-10
2384,-0,0.00843393,4.40182e-10
2385,-0,0.0796553,5.02621e-10
2386,-0,0.0330743,1.03991e-09
2387,-0,0.0457551,-8.87782e-10
2388,-0,-0.0483742,1.61414e-10
2389,-0,0.0310145,-7.17761e-10
2390,-0,0.0175883,8.21818e-10
2391,-0,-0.0252553,-1.78228e-09
2392,-0,-0.0500713,-2.63445e-11
2393,-0,0.0212728,-4.01523e-10
2394,-0,0.145058,2.67404e-10
2395,-0,-0.0288747,-1.21142e-09
2396,-0,0.0290678,9.19401e-10
2397,-0,0.0147513,-3.39311e-10
2398,-0,0.020787,5.72757e-10
2399,-0,0.0387889,5.51147e-10
2400,-0,-0.00620056,6.01713e-10
2401,-0,-0.0575251,-3.82856e-10
2402,-0,0.0211375,-4.54272e-10
2403,-0,0.0088405,-4.72079e-10
2404,-0,0.00570356,6.54879e-11
2405,-0,-0.0622977,1.32949e-09
2406,-0,-0.0380585,-4.75862e-10
2407,-0,-0.0248933,5.74363e-10
2408,-0,0.0597809,1.85669e-10
2409,-0,0.0731532,-4.62245e-10
2410,-0,-0.00268503,-1.38619e-11
2411,-0,0.0461061,5.64745e-10
2412,-0,-0.0247577,6.96631e-10
2413,-0,-0.0695977,-7.20275e-10
2414,-0,-0.0805989,1.00865e-09
2415,-0,-0.0118284,5.25963e-10
2416,-0,0.000177918,-4.03e-10
2417,-0,0.0014585,8.45626e-10
2418,-0,-0.0147322,-1.01715e-09
2419,-0,-0.0388602,-8.03709e-11
2420,-0,-0.0373149,5.9445e-10
2421,-0,0.0827028,6.30417e-10
2422,-0,-0.0237721,8.82996e-10
2423,-0,-0.00549965,-6.869e-10
2424,-0,0.0232737,-3.61198e-10
2425,-0,-0.0135501,2.35479e-10
2426,-0,-0.0855182,-3.05264e-10
2427,-0,0.0690107,-3.32114e-10
2428,-0,-0.0346789,5.47577e-10
2429,-0,0.10568,7.5563e-10
2430,-0,0.0785727,3.51492e-10
2431,-0,0.0258184,1.31846e-09
2432,-0,0.0218879,-1.14467e-10
2433,-0,0.023513,-7.11751e-10
2434,-0,0.013951,4.77461e-10
2435,-0,-0.0359575,-8.2879e-10
2436,-0,0.0213268,2.21738e-10
2437,-0,-0.0350041,5.14333e-10
2438,-0,-0.0542814,-1.14562e-10
2439,-0,-0.027017,3.09259e-10
2440,-0,-0.0507457,-5.6794e-10
2441,-0,0.0835477,-1.02736e-09
2442,-0,-0.0171372,1.56707e-10
2443,-0,-0.0432032,-7.15417e-10
2444,-0,0.0453104,-2.05718e-10
2445,-0,0.0355865,7.0546e-11
2446,-0,-0.042587,-2.90092e-10
2447,-0,0.00826052,-1.0907e-09
2448,-0,-0.0699981,5.33367e-10
2449,-0,0.0358889,-5.13817e-10
2450,-0,-0.0461822,1.08701e-09
2451,-0,-0.0483246,-7.45953e-10
2452,-0,0.0471438,3.38963e-11
2453,-0,-0.0461437,3.66588e-10
2454,-0,-0.0316399,-3.80751e-10
2455,-0,0.0232579,8.88989e-10
2456,-0,0.0245538,-2.10252e-10
2457,-0,-0.00333669,-4.40571e-10
2458,-0,0.00198843,1.0779e-09
2459,-0,0.0350081,1.01102e-09
2460,-0,-0.065087,-1.96668e-10
2461,-0,0.0213036,4.58653e-10
2462,-0,0.0160011,-1.69316e-10
2463,-0,0.0280691,-1.47891e-10
2464,-0,0.0809638,5.71008e-10
2465,-0,-0.0110722,3.59341e-11
2466,-0,-0.00297443,6.20859e-10
2467,-0,-0.00619393,-2.30085e-10
2468,-0,0.00649816,-9.5402e-11
2469,-0,0.0054515,2.55509e-10
2470,-0,-0.0028809,-2.32502e-11
2471,-0,-0.00853667,-8.12557e-10
2472,-0,0.0195416,3.89663e-10
2473,-0,0.0449901,2.14626e-10
2474,-0,0.0905731,-7.38482e-10
2475,-0,-0.0746074,1.2818e-09
2476,-0,-0.0448139,-6.85062e-10
2477,-0,-0.000200997,3.7681e-10
2478,-0,0.023769,1.41914e-09
2479,-0,-0.0255832,-1.18905e-10
2480,-0,-0.00850954,-3.04942e-11
2481,-0,-0.0330208,7.54892e-10
2482,-0,0.0666076,-1.16289e-09
2483,-0,-0.0548707,1.13385e-09
2484,-0,-0.0521509,-2.09764e-10
2485,-0,-0.0144012,9.68313e-10
2486,-0,0.0718794,-1.52066e-10
2487,-0,-0.00345622,-6.8587e-10
2488,-0,0.0110249,-1.3591e-10
2489,-0,0.0498922,-7.78423e-10
2490,-0,0.0884057,4.6718e-10
2491,-0,-0.0365504,-5.86973e-10
2492,-0,-0.0627309,4.53349e-10
2493,-0,-0.000942128,5.62368e-11
2494,-0,0.0507448,7.54007e-10
2495,-0,0.00801835,-9.59257e-10
2496,-0,-0.0482249,7.66217e-10
2497,-0,-0.0970263,5.50813e-10
2498,-0,-0.0005863,3.28099e-12
2499,-0,-0.0446035,2.95604e-10
2500,-0,-0.00130674,8.42401e-10
2501,-0,-0.0262507,4.94555e-10
2502,-0,0.0464368,5.48504e-10
2503,-0,-0.00901546,-8.97448e-10
2504,-0,0.0314174,-1.06642e-09
2505,-0,-0.057238,1.19525e-09
2506,-0,0.0381763,-1.94697e-10
2507,-0,0.0178329,-5.20967e-10
2508,-0,-0.091868,7.33364e-10
2509,-0,-0.0404997,4.43225e-10
2510,-0,0.0299386,4.32151e-10
2511,-0,0.0129476,-7.81917e-11
2512,-0,-0.0896301,7.35287e-10
2513,-0,0.000615722,8.43273e-10
2514,-0,-0.0413212,-1.52084e-10
2515,-0,0.0542164,-2.51568e-10
2516,-0,0.12253,-3.62289e-10
2517,-0,-0.0844181,-1.07729e-09
2518,-0,-0.0571668,1.48176e-10
2519,-0,0.00416453,1.74894e-10
2520,-0,-0.0321509,-5.95646e-10
2521,-0,-0.0171518,-2.20916e-10
2522,-0,0.0508854,1.84004e-09
2523,-0,-0.0832465,6.5529e-10
2524,-0,-0.0848297,2.62468e-10
2525,-0,-0.00763405,4.75641e-11
2526,-0,0.00566939,-5.76931e-11
2527,-0,0.0413965,4.66237e-10
2528,-0,-0.07108,3.4191e-12
2529,-0,-0.0322699,-1.44661e-09
2530,-0,-0.00590583,-1.15933e-09
2531,-0,0.000550751,5.76826e-10
2532,-0,0.042846,-5.20058e-10
2533,-0,-0.0135123,8.43842e-10
2534,-0,-0.0766815,1.53141e-10
2535,-0,0.021667,9.25278e-10
2536,-0,0.0524618,-9.74279e-10
2537,-0,-0.0713778,-1.57558e-10
2538,-0,0.00404027,7.26152e-10
2539,-0,-0.00921724,-6.75948e-10
2540,-0,-0.0851303,1.70395e-09
2541,-0,-0.0245677,6.52008e-10
2542,-0,0.0180739,1.45823e-10
2543,-0,-0.0131709,-7.02462e-10
2544,-0,-0.0072645,4.94488e-10
2545,-0,0.0194258,3.39079e-10
2546,-0,-0.0382274,2.81625e-10
2547,-0,0.0292394,-2.36482e-10
2548,-0,-0.0212443,-1.58787e-09
2549,-0,-0.0265588,-5.55136e-10
2550,-0,0.00340431,5.07468e-10
2551,-0,-0.0094912,-1.10152e-10
2552,-0,0.0731719,-7.42374e-10
2553,-0,-0.0852307,-1.93344e-10
2554,-0,-0.0228067,-3.15705e-10
2555,-0,0.00288797,6.71293e-10
2556,-0,0.0346263,-7.17724e-10
2557,-0,0.0225486,7.26866e-10
2558,-0,-0.0577413,8.99647e-10
2559,-0,0.107885,1.80815e-10
2560,-0,0.11184,1.30255e-11
2561,-0,0.032132,5.38758e-10
2562,-0,-0.0793495,-1.90978e-11
2563,-0,-0.0444833,7.96987e-11
2564,-0,-0.0307475,1.16813e-09
2565,-0,0.0834685,-7.47765e-10
2566,-0,0.0120393,-2.14579e-10
2567,-0,0.0535542,4.51981e-10
2568,-0,-0.0708294,7.23371e-10
2569,-0,-0.00807687,1.57154e-09
2570,-0,-0.0902793,-7.53955e-10
2571,-0,0.0171084,7.62934e-10
2572,-0,-0.020319,3.78162e-10
2573,-0,-0.0496477,2.62878e-10
2574,-0,-0.0152181,-1.00342e-09
2575,-0,0.0122156,3.08345e-10
2576,-0,-0.00139649,1.29883e-10
2577,-0,0.0114219,-2.70458e-10
2578,-0,0.0148997,5.40727e-10
2579,-0,-0.0616519,1.28933e-10
2580,-0,0.017409,-1.27724e-09
2581,-0,0.0329149,-1.12427e-09
2582,-0,0.00418567,9.80267e-10
2583,-0,0.0665819,8.58371e-10
2584,-0,0.0291457,6.5689e-10
2585,-0,0.0401484,4.05737e-10
2586,-0,-0.0208577,1.25303e-09
2587,-0,0.0679734,-2.27846e-10
2588,-0,0.00381477,-6.39606e-10
2589,-0,-0.0399972,7.26375e-10
2590,-0,0.0491633,-7.49838e-10
2591,-0,-0.0597998,3.51993e-10
2592,-0,-0.0166723,5.24183e-10
2593,-0,-0.0157952,-7.95815e-10
2594,-0,0.117523,2.28553e-10
2595,-0,0.115979,2.08027e-10
2596,-0,0.0652834,-3.92531e-10
2597,-0,0.00911465,-4.06177e-10
2598,-0,-0.00233792,-2.83164e-10
2599,-0,-0.0186933,6.48499e-10
2600,-0,0.00903129,2.7094e-10
2601,-0,-0.0331761,-4.01213e-10
2602,-0,-0.0142499,2.7968e-10
2603,-0,0.0276823,6.40861e-11
2604,-0,-0.0464843,2.98788e-10
2605,-0,-0.0316164,-5.81383e-11
2606,-0,0.0187044,3.64218e-10
2607,-0,0.0122662,-6.00274e-10
2608,-0,0.0425992,5.4517e-10
2609,-0,0.00620226,1.59255e-10
2610,-0,0.0088656,5.62242e-10
2611,-0,-0.150225,9.57095e-10
2612,-0,0.00727645,5.0041e-10
2613,-0,0.0498572,5.57293e-11
2614,-0,0.105156,5.2e-10
2615,-0,-0.00358688,3.93786e-10
2616,-0,0.00417115,1.88284e-10
2617,-0,0.028415,-8.79492e-10
2618,-0,0.0842699,2.10622e-11
2619,-0,-0.00302933,1.12182e-09
2620,-0,0.077197,2.86876e-10
2621,-0,0.0272706,-8.01195e-10
2622,-0,0.0173777,-5.62734e-10
2623,-0,-0.011305,-4.35309e-11
2624,-0,0.0187887,1.87187e-10
2625,-0,0.00258128,-2.17513e-10
2626,-0,-0.0165747,-4.24241e-10
2627,-0,0.000423897,-4.87548e-10
2628,-0,0.0574164,2.06985e-10
2629,-0,-0.0468175,-2.35825e-10
2630,-0,0.0231579,9.3981e-10
2631,-0,-0.04032,7.07848e-10
2632,-0,-0.0267585,-4.44165e-10
2633,-0,-0.0066781,-1.29685e-09
2634,-0,-0.0338398,5.22904e-10
2635,-0,-0.0702359,1.10411e-09
2636,-0,-0.0993765,7.59158e-10
2637,-0,-0.0049259,-2.55924e-10
2638,-0,0.00444854,-6.56228e-10
2639,-0,0.010021,-4.87925e-10
2640,-0,-0.0427984,-1.21919e-09
2641,-0,0.0235494,-2.04938e-10
2642,-0,-0.042324,-1.19977e-09
2643,-0,0.0651775,9.27585e-10
2644,-0,0.0278361,3.30606e-10
2645,-0,-0.0362373,-1.83012e-10
2646,-0,-0.046558,-2.84569e-10
2647,-0,0.0493026,7.11535e-10
2648,-0,-0.00577254,-8.92981e-10
2649,-0,-0.00307651,-4.05538e-10
2650,-0,-0.00310904,9.60931e-10
2651,-0,0.0173229,5.54122e-10
2652,-0,0.0194493,2.74478e-10
2653,-0,0.0290858,2.22575e-10
2654,-0,0.0619048,3.8474e-10
2655,-0,-0.0548813,4.60554e-10
2656,-0,-0.0350952,-1.00744e-10
2657,-0,-0.0348584,1.24529e-09
2658,-0,0.0406738,-8.51145e-10
2659,-0,-0.0471436,-1.00979e-09
2660,-0,-0.0146371,-6.03232e-10
2661,-0,-0.0716904,-2.11877e-10
2662,-0,-0.00150059,1.38242e-09
2663,-0,0.0501631,-2.71078e-10
2664,-0,-0.0439127,3.05709e-10
2665,-0,0.0236304,3.55806e-11
2666,-0,-0.0221919,-6.18871e-11
2667,-0,0.0201625,-1.6996e-10
2668,-0,-0.0805063,-1.8088e-11
2669,-0,0.0267763,1.76631e-10
2670,-0,0.0227667,4.20565e-11
2671,-0,-0.0438588,8.30904e-10
2672,-0,-0.0141057,-5.08805e-10
2673,-0,-0.0145293,1.38675e-09
2674,-0,0.0481501,4.97568e-10
2675,-0,0.0329596,-5.2907e-10
2676,-0,-0.0399743,-5.91852e-10
2677,-0,0.0302847,1.58306e-09
2678,-0,0.0225566,1.82225e-11
2679,-0,-0.0290972,7.53467e-11
2680,-0,0.0162383,-3.569e-10
2681,-0,0.0540043,9.84068e-10
2682,-0,-0.0848322,-2.19461e-11
2683,-0,0.0781888,-4.79184e-10
2684,-0,-0.0416454,3.4022e-10
2685,-0,-0.0165259,-9.55223e-10
2686,-0,0.011415,7.73093e-11
2687,-0,-0.04046,-2.92717e-10
2688,-0,0.0113931,8.38084e-10
2689,-0,0.0283291,4.37095e-10
2690,-0,0.0473361,8.72725e-10
2691,-0,-0.0742207,-1.16535e-10
2692,-0,-0.0319141,5.15666e-11
2693,-0,0.108647,5.06319e-10
2694,-0,-0.0384503,-4.44755e-13
2695,-0,0.139068,6.53355e-10
2696,-0,0.0670233,1.24111e-10
2697,-0,0.0285789,2.21239e-10
2698,-0,0.0498057,8.63958e-10
2699,-0,-0.0624193,1.24556e-09
2700,-0,0.00241983,1.13528e-09
2701,-0,0.0495017,3.96569e-10
2702,-0,-0.0095276,2.19924e-10
2703,-0,-0.0419559,-1.32478e-10
2704,-0,0.0705503,-9.39788e-10
2705,-0,-0.0305435,3.95682e-10
2706,-0,0.0392311,8.81262e-10
2707,-0,-0.0723542,8.65024e-10
2708,-0,-0.100377,7.21388e-10
2709,-0,-0.00948377,1.29684e-09
2710,-0,-0.0500194,1.18219e-09
2711,-0,-0.0491907,6.24452e-10
2712,-0,-0.0143165,4.19058e-11
2713,-0,-0.0331572,-9.42463e-10
2714,-0,0.0155763,-1.2931e-10
2715,-0,0.0761227,4.04955e-10
2716,-0,-0.0591113,-1.11794e-09
2717,-0,0.0880239,-1.05678e-09
2718,-0,-0.0183123,7.41729e-10
2719,-0,-0.0522482,-3.36118e-10
2720,-0,-0.0539104,2.64913e-10
